CID,gender,Senior_Citizen,Marrital_Status,No_Dependent,MonthSinceJoining,Service_Phone,Morethan1Connection,Internet_Service,Security_Deposit,Device_Insurance,TechnicalSupport,LiveTVService,MovieAccount,TypeOfContract,Ebill,MethodOfPayment,AverageMonthlyCharge,TotalChargesTillDate,Churn
74093_8,female,0,Yes,1,15,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),55,4179,No
75128_5,m,0,No,1,10,Yes,No,Fiber optic,No,No,No,No,Yes,monthly,No,Electronic check,80,80,Yes
72750_9,male,0,No,3,33,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,monthly,Yes,Electronic check,107,1934,Yes
77855_7,f,0,Yes,0,21,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),102,6654,No
71718_7,m,0,No,0,35,Yes,No,DSL,No,No,No,No,No,monthly,Yes,Credit card (automatic),46,85,Yes
76029_6,female,0,No,3,25,No,No phone service,DSL,No,No,No,No,No,monthly,No,Electronic check,25,25,No
72637_5,m,0,No,1,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20,1124,No
72362_5,m,0,Yes,1,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,20,540,No
74425_6,male,1,Yes,3,36,Yes,Yes,Fiber optic,No,No,No,No,Yes,monthly,No,Electronic check,87,1976,No
70190_3,m,0,Yes,3,19,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,monthly,Yes,Bank transfer (automatic),59,3437,No
74717_9,male,0,Yes,1,28,No,No phone service,DSL,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),45,3140,No
81665_7,f,0,Yes,0,25,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),57,3789,No
81640_4,female,0,Yes,1,22,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),84,5325,No
75018_3,m,0,No,2,15,Yes,No,Fiber optic,No,No,No,Yes,No,monthly,Yes,Bank transfer (automatic),80,625,No
73590_8,female,0,No,1,41,Yes,No,Fiber optic,No,No,No,No,No,monthly,Yes,Electronic check,70,268,Yes
76833_5,f,0,Yes,2,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25,1837,No
71179_1,male,0,Yes,1,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,20,20,No
79731_9,f,0,Yes,2,10,Yes,No,DSL,No,No,Yes,No,No,monthly,No,Mailed check,50,179,Yes
77366_5,female,0,No,2,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),19,219,No
72188_7,f,0,No,0,43,No,No phone service,DSL,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,51,1289,No
76668_9,f,0,Yes,2,24,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,81,2546,No
76499_9,female,0,Yes,0,45,Yes,No,DSL,No,No,No,Yes,No,monthly,No,Mailed check,55,55,Yes
77487_9,male,0,No,1,50,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,monthly,Yes,Credit card (automatic),90,2723,No
71029_7,male,0,Yes,3,22,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),85,4107,No
82743_1,f,0,No,2,22,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),108,5761,No
76402_2,male,0,No,2,8,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,monthly,Yes,Credit card (automatic),94,4748,No
72796_2,female,0,No,2,26,Yes,No,Fiber optic,Yes,No,No,No,Yes,monthly,Yes,Mailed check,85,85,Yes
81950_2,f,0,No,2,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20,1567,No
70013_3,female,0,No,2,48,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,monthly,No,Electronic check,25,702,No
70325_9,female,0,No,0,3,Yes,Yes,DSL,No,No,No,No,No,monthly,Yes,Mailed check,54,114,Yes
77784_2,male,0,No,1,20,No,No phone service,DSL,No,No,Yes,No,No,Two year,Yes,Mailed check,30,299,No
82006_6,f,0,Yes,0,7,Yes,Yes,Fiber optic,No,No,No,No,No,monthly,Yes,Electronic check,73,1306,No
81293_4,male,1,No,2,47,Yes,No,Fiber optic,No,No,No,Yes,Yes,monthly,Yes,Electronic check,95,1120,Yes
79229_10,male,0,No,0,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20,284,No
73754_9,female,0,No,1,49,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),87,6351,No
80947_1,female,0,No,3,26,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),109,7878,No
78637_6,m,0,Yes,2,6,Yes,No,DSL,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),75,3188,No
79532_10,m,1,Yes,0,25,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,monthly,No,Electronic check,94,6126,No
70985_2,f,1,No,2,22,Yes,No,DSL,No,Yes,No,No,No,monthly,Yes,Electronic check,55,731,No
76341_2,female,1,No,3,6,Yes,No,Fiber optic,Yes,No,No,No,No,monthly,No,Electronic check,75,273,No
75431_7,male,0,No,0,44,Yes,Yes,DSL,No,Yes,No,No,Yes,One year,No,Mailed check,65,2532,No
73530_1,male,1,No,3,15,Yes,No,Fiber optic,No,No,No,No,No,monthly,Yes,Electronic check,74,1074,Yes
71910_4,male,0,No,1,39,Yes,No,DSL,Yes,No,No,No,No,monthly,Yes,Mailed check,49,49,Yes
76059_9,female,0,No,0,41,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,99,4298,No
75803_4,female,0,Yes,1,22,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,94,4620,No
80918_9,male,0,Yes,2,8,Yes,No,Fiber optic,No,No,No,No,No,monthly,No,Electronic check,70,147,Yes
73951_1,m,1,Yes,0,5,No,No phone service,DSL,No,No,No,Yes,No,monthly,No,Electronic check,40,40,Yes
72088_8,female,0,No,3,6,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),84,2633,No
77591_9,female,0,No,1,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,monthly,Yes,Mailed check,20,193,No
71791_5,male,0,Yes,0,21,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,60,4104,No
77778_3,female,0,Yes,0,41,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),115,7008,No
78941_10,m,0,No,3,19,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),114,5791,No
75509_7,female,0,Yes,1,12,Yes,No,DSL,No,No,No,No,No,monthly,Yes,Credit card (automatic),45,81,Yes
80494_2,m,1,Yes,0,49,No,No phone service,DSL,Yes,Yes,No,No,Yes,monthly,Yes,Electronic check,45,1229,No
75604_9,f,1,No,2,41,No,No phone service,DSL,No,Yes,No,No,Yes,monthly,Yes,Electronic check,41,132,Yes
75282_9,female,1,No,2,26,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,monthly,Yes,Electronic check,107,1364,Yes
78397_10,female,1,Yes,3,3,Yes,Yes,Fiber optic,No,No,No,No,Yes,monthly,Yes,Electronic check,90,4925,No
74630_10,male,0,No,3,19,No,No phone service,DSL,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),50,1520,No
71252_3,m,0,Yes,0,46,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,One year,No,Mailed check,113,5032,No
74509_2,female,0,Yes,1,19,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,88,5527,No
73150_7,male,0,No,0,38,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25,1195,No
80537_1,male,1,No,1,32,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,monthly,Yes,Mailed check,105,2007,No
80083_7,male,0,No,0,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19,1100,Yes
82200_1,f,0,Yes,0,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),24,1733,No
73798_6,female,1,No,1,31,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,monthly,Yes,Electronic check,94,1511,Yes
70115_7,m,0,Yes,0,21,Yes,No,DSL,Yes,No,Yes,No,No,Two year,Yes,Electronic check,60,3450,No
80219_5,female,0,No,3,27,No,No phone service,DSL,No,No,No,No,No,monthly,No,Bank transfer (automatic),25,25,Yes
72295_5,female,1,Yes,2,16,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,monthly,No,Electronic check,107,2172,No
70637_8,f,0,No,2,32,Yes,No,Fiber optic,No,No,No,No,No,monthly,No,Mailed check,71,71,Yes
75103_10,m,0,Yes,1,15,Yes,Yes,Fiber optic,No,No,Yes,No,No,monthly,Yes,Electronic check,85,401,Yes
73486_8,m,0,Yes,0,41,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,monthly,Yes,Electronic check,105,5625,Yes
75728_8,f,1,Yes,3,19,Yes,No,DSL,Yes,No,No,No,Yes,monthly,Yes,Bank transfer (automatic),65,1340,No
74454_8,female,0,No,0,27,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,monthly,Yes,Electronic check,55,772,No
81974_5,female,0,No,3,47,Yes,No,DSL,No,No,No,No,No,monthly,No,Bank transfer (automatic),51,245,No
77173_9,male,0,No,3,47,Yes,No,DSL,Yes,No,No,No,No,monthly,No,Mailed check,55,323,No
74575_7,m,0,No,0,33,Yes,No,DSL,No,No,No,No,No,monthly,No,Electronic check,51,498,No
75848_6,male,0,No,1,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,monthly,No,Mailed check,25,25,No
77250_7,male,0,No,1,50,Yes,Yes,DSL,Yes,No,No,No,No,monthly,No,Mailed check,54,3688,No
80519_3,m,0,Yes,2,50,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,monthly,No,Mailed check,95,1780,Yes
81421_10,f,0,No,3,24,Yes,Yes,Fiber optic,No,No,No,No,No,One year,Yes,Credit card (automatic),76,1784,No
82347_8,male,0,No,3,39,Yes,No,DSL,No,No,No,No,No,monthly,Yes,Electronic check,44,927,No
74798_5,m,0,Yes,1,15,Yes,No,Fiber optic,No,No,No,No,No,monthly,No,Electronic check,70,70,Yes
82998_8,m,1,No,2,45,Yes,No,Fiber optic,No,No,No,No,No,monthly,Yes,Electronic check,75,607,Yes
71658_7,female,0,No,0,32,Yes,No,DSL,No,No,No,No,No,monthly,Yes,Credit card (automatic),45,435,Yes
72329_6,f,1,No,3,38,Yes,Yes,Fiber optic,No,No,No,No,No,monthly,Yes,Electronic check,76,1713,Yes
75353_9,f,0,No,1,29,Yes,No,DSL,Yes,Yes,No,No,No,One year,No,Mailed check,61,2021,No
81480_6,f,0,Yes,0,32,Yes,No,Fiber optic,No,Yes,Yes,No,No,One year,No,Mailed check,87,1941,No
77691_9,m,1,No,1,28,Yes,No,Fiber optic,No,No,No,Yes,Yes,monthly,Yes,Electronic check,89,568,No
78690_4,male,0,No,3,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,monthly,No,Mailed check,20,220,No
74109_5,f,0,No,3,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,monthly,No,Mailed check,20,20,No
81182_6,m,0,Yes,3,49,Yes,No,Fiber optic,No,Yes,No,No,No,Two year,No,Electronic check,76,5436,No
74444_1,m,1,Yes,1,28,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,monthly,Yes,Electronic check,101,3438,No
73804_8,female,0,Yes,1,26,Yes,Yes,DSL,No,Yes,No,Yes,Yes,monthly,Yes,Electronic check,75,3016,No
76719_1,m,0,No,3,16,Yes,No,Fiber optic,Yes,No,No,No,No,monthly,Yes,Mailed check,74,74,Yes
78904_4,female,0,No,3,5,Yes,No,DSL,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),65,1510,No
76389_4,f,1,No,3,37,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,monthly,Yes,Electronic check,95,396,Yes
72586_1,female,0,No,0,5,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,monthly,Yes,Electronic check,90,357,No
70390_9,f,0,Yes,3,33,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),60,4109,No
78047_7,f,0,No,3,27,Yes,Yes,Fiber optic,No,No,No,No,No,monthly,Yes,Mailed check,82,3142,No
78312_3,m,0,Yes,0,16,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25,1229,No
73095_8,female,1,Yes,3,8,Yes,Yes,Fiber optic,No,No,No,No,No,monthly,Yes,Electronic check,75,2303,Yes
74632_2,m,0,Yes,2,15,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Two year,No,Mailed check,76,2054,No
70581_9,female,1,Yes,0,23,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,monthly,No,Electronic check,101,3742,No
81131_1,m,0,No,0,42,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),79,3682,No
77131_9,female,0,No,2,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,monthly,Yes,Bank transfer (automatic),19,19,No
82151_4,f,0,No,3,8,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,monthly,Yes,Electronic check,89,1886,No
75012_10,m,0,No,0,44,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),115,4895,No
77729_3,female,1,Yes,3,49,Yes,No,Fiber optic,No,No,No,No,No,monthly,Yes,Electronic check,69,342,No
73075_7,m,0,No,3,28,Yes,No,Fiber optic,No,No,No,Yes,No,monthly,Yes,Electronic check,81,416,Yes
72586_1,female,0,Yes,3,12,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,One year,No,Credit card (automatic),110,5686,No
78649_4,f,0,No,2,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),20,1355,No
75728_4,male,0,Yes,3,16,Yes,No,DSL,Yes,No,Yes,Yes,Yes,One year,No,Credit card (automatic),80,3059,Yes
74735_3,m,1,Yes,2,31,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,monthly,Yes,Electronic check,93,2231,Yes
81356_1,female,0,Yes,3,32,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,monthly,Yes,Credit card (automatic),92,3236,No
80811_6,f,1,No,3,46,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),82,4350,Yes
78636_3,f,0,Yes,2,26,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,60,4264,No
77405_3,f,0,No,0,36,Yes,No,DSL,No,No,No,No,No,monthly,Yes,Electronic check,45,45,No
79636_2,male,0,Yes,2,38,Yes,No,DSL,Yes,No,No,No,No,One year,No,Mailed check,49,422,No
74689_6,female,0,No,2,23,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),60,4177,No
81532_3,female,0,Yes,1,4,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,monthly,Yes,Credit card (automatic),103,5138,No
71013_5,female,1,Yes,1,14,Yes,No,Fiber optic,No,No,Yes,Yes,No,monthly,Yes,Electronic check,83,880,No
72364_4,female,1,No,1,23,Yes,No,Fiber optic,No,No,No,No,No,monthly,Yes,Electronic check,70,139,Yes
77082_6,m,1,Yes,2,3,No,No phone service,DSL,No,No,No,Yes,No,monthly,Yes,Electronic check,36,974,No
78661_9,male,1,No,1,26,Yes,Yes,Fiber optic,No,Yes,No,No,No,monthly,Yes,Credit card (automatic),83,1470,No
74544_8,male,0,Yes,0,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,20,739,No
73637_4,m,0,No,2,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19,162,No
71519_1,male,0,No,1,49,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),95,4423,No
73319_7,f,0,No,2,38,Yes,Yes,Fiber optic,No,No,No,No,No,monthly,Yes,Electronic check,74,511,Yes
74203_5,female,0,No,0,42,Yes,Yes,Fiber optic,No,Yes,No,No,No,monthly,No,Mailed check,81,156,Yes
79958_6,f,0,Yes,3,25,Yes,Yes,DSL,No,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),76,5294,Yes
73573_8,female,0,No,1,35,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,105,4760,Yes
77549_9,m,0,No,0,15,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,88,6148,No
77518_3,m,0,No,3,38,Yes,No,Fiber optic,No,No,No,Yes,Yes,monthly,Yes,Credit card (automatic),95,3566,No
83191_10,female,0,Yes,2,31,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,monthly,Yes,Electronic check,103,6603,Yes
72043_10,female,1,No,0,19,Yes,No,DSL,No,No,Yes,No,No,monthly,No,Bank transfer (automatic),55,1830,No
70110_4,f,0,Yes,2,30,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),86,6224,No
81622_4,male,0,Yes,2,12,Yes,Yes,DSL,Yes,Yes,No,No,No,monthly,Yes,Bank transfer (automatic),67,4509,No
72383_4,female,0,No,1,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,21,1328,No
80238_2,f,0,No,3,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20,865,No
79825_10,f,1,No,3,42,Yes,Yes,Fiber optic,No,No,No,No,No,monthly,Yes,Electronic check,72,72,No
78302_3,male,0,No,1,28,Yes,No,Fiber optic,No,No,No,Yes,Yes,monthly,Yes,Electronic check,90,168,Yes
75190_9,f,0,Yes,3,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19,1304,No
72290_1,f,0,No,2,27,No,No phone service,DSL,No,No,No,Yes,Yes,monthly,Yes,Electronic check,45,997,No
79837_6,female,1,Yes,3,3,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,One year,No,Bank transfer (automatic),97,6431,No
77001_2,f,0,Yes,0,32,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),63,2279,No
73100_3,f,0,No,3,37,Yes,No,DSL,No,No,No,No,No,One year,No,Mailed check,45,681,No
74745_9,m,1,No,2,22,Yes,No,Fiber optic,No,No,No,Yes,Yes,monthly,Yes,Electronic check,89,574,No
79004_6,male,0,Yes,1,4,Yes,Yes,Fiber optic,No,Yes,No,No,No,monthly,Yes,Bank transfer (automatic),85,372,Yes
75566_5,male,1,No,3,44,No,No phone service,DSL,Yes,No,No,Yes,No,monthly,Yes,Electronic check,42,840,Yes
75433_6,m,0,No,0,11,Yes,No,Fiber optic,No,No,No,No,Yes,monthly,Yes,Bank transfer (automatic),80,846,Yes
74040_7,f,1,No,2,10,Yes,Yes,DSL,Yes,No,No,No,No,monthly,Yes,Electronic check,54,889,No
74736_7,m,0,Yes,1,9,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Two year,Yes,Electronic check,105,6823,No
72371_9,male,1,Yes,2,49,No,No phone service,DSL,Yes,No,No,No,No,monthly,No,Credit card (automatic),31,805,Yes
76389_2,m,0,Yes,0,17,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,One year,No,Electronic check,97,4017,No
79739_3,f,0,No,2,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,monthly,No,Mailed check,20,84,No
74066_3,female,0,No,2,23,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),99,3959,No
80984_3,female,0,Yes,1,4,Yes,No,DSL,No,Yes,No,No,No,One year,No,Credit card (automatic),50,2879,No
82306_1,f,0,No,0,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,21,946,No
78803_9,f,0,No,2,31,Yes,No,Fiber optic,No,No,Yes,No,No,monthly,Yes,Bank transfer (automatic),76,1373,No
77978_4,f,0,No,3,22,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,monthly,No,Bank transfer (automatic),97,493,Yes
70784_7,female,0,Yes,1,19,Yes,No,DSL,Yes,No,No,No,Yes,monthly,Yes,Bank transfer (automatic),60,1406,No
80014_6,f,0,No,2,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,monthly,No,Mailed check,19,19,No
72840_6,m,0,Yes,1,37,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),99,6963,No
79291_8,m,0,Yes,1,23,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),113,8127,No
76577_2,male,0,Yes,0,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,21,690,No
75738_10,female,0,No,1,31,Yes,Yes,Fiber optic,No,No,No,Yes,No,monthly,Yes,Electronic check,86,182,Yes
80008_9,f,0,No,2,1,No,No phone service,DSL,Yes,No,Yes,No,No,Two year,No,Mailed check,36,831,No
83024_5,male,0,Yes,1,13,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),100,5608,No
79920_10,male,0,No,1,46,Yes,No,Fiber optic,No,No,No,Yes,Yes,monthly,Yes,Credit card (automatic),96,3647,No
83153_7,m,0,No,1,25,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),85,3662,No
79336_9,female,0,No,0,33,No,No phone service,DSL,No,No,No,No,No,monthly,No,Mailed check,25,25,No
70076_8,male,0,Yes,2,10,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,monthly,Yes,Bank transfer (automatic),105,2567,Yes
78895_5,m,0,No,1,50,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,90,5309,No
75673_4,male,0,No,0,37,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,One year,No,Electronic check,87,1410,No
78164_2,female,0,Yes,3,1,Yes,No,Fiber optic,No,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),86,3339,No
79116_3,m,0,No,2,19,Yes,No,DSL,No,No,No,No,No,monthly,No,Mailed check,51,51,Yes
82593_6,female,1,Yes,1,39,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),65,4732,No
76203_3,f,0,No,2,11,Yes,Yes,Fiber optic,No,No,No,No,Yes,monthly,Yes,Credit card (automatic),91,91,Yes
80464_1,male,0,No,3,14,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),108,5067,No
75821_2,female,1,Yes,1,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,monthly,No,Mailed check,20,215,Yes
79770_8,female,1,Yes,3,11,Yes,Yes,Fiber optic,No,Yes,No,No,No,monthly,Yes,Electronic check,85,4875,Yes
80047_3,male,0,No,0,13,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,One year,Yes,Electronic check,55,2348,No
78531_3,male,0,No,1,23,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,monthly,Yes,Mailed check,90,4063,No
70074_7,f,0,No,3,35,Yes,No,DSL,No,No,No,No,No,monthly,No,Electronic check,44,44,No
82833_9,f,0,No,3,14,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,monthly,Yes,Bank transfer (automatic),96,2595,No
80486_4,female,1,Yes,0,24,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,monthly,Yes,Bank transfer (automatic),85,2310,No
75450_8,m,1,No,0,17,Yes,No,DSL,No,No,No,No,No,monthly,Yes,Electronic check,44,89,No
71824_5,female,0,No,0,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,monthly,No,Mailed check,20,368,No
