liter_size,state_btl_cost($),btl_price($),bottle_qty
750,3.33,4.99,12
750,2.50,3.75,12
750,13.12,19.68,3
1750,22.23,33.34,6
1000,6.14,9.21,12
1000,6.69,10.04,12
750,14.75,22.13,3
200,3.10,4.65,10
375,7.65,11.48,8
750,7.95,11.93,12
200,1.56,2.34,48
1750,8.92,13.38,6
750,4.34,6.51,12
375,3.07,4.60,24
375,1.90,2.85,24
200,3.94,5.91,8
750,22.49,33.74,2
750,15.23,22.85,3
500,8.63,12.95,1
750,3.46,5.19,12
1750,7.67,11.51,6
1750,7.46,11.19,6
375,8.48,12.72,3
750,15.46,23.19,3
375,2.07,3.11,24
200,1.99,2.99,12
1750,9.99,14.99,6
750,4.99,7.49,12
375,3.39,5.09,24
1750,10.64,15.96,6
1750,8.79,13.69,6
500,3.73,5.59,12
750,11.17,16.76,3
750,18.49,27.74,12
1750,9.68,14.52,6
750,3.37,5.06,12
750,11.17,16.76,4
750,3.37,5.06,12
750,6.90,10.35,12
750,6.90,10.35,12
750,3.34,5.01,12
750,3.34,5.01,12
375,3.50,5.25,5
1750,7.17,10.76,6
1750,7.47,11.21,12
750,3.31,4.97,24
1750,7.60,11.40,6
750,6.90,10.35,12
1750,10.99,16.49,6
750,6.50,9.74,12
375,3.50,5.25,3
750,4.50,6.75,12
1750,9.44,14.16,6
750,8.25,12.37,12
1750,10.99,16.49,6
750,7.50,11.24,12
750,6.50,9.74,12
1750,10.50,15.75,6
750,7.50,11.24,12
750,8.25,12.37,12
750,6.50,9.74,12
750,8.98,13.47,12
750,7.47,11.21,12
750,6.83,10.25,12
500,4.74,7.11,12
1750,11.55,17.32,6
750,8.75,13.12,12
375,4.31,6.47,10
750,8.75,13.12,12
750,7.54,11.31,12
1750,24.66,37.99,1
750,4.00,6.00,12
750,18.75,28.12,6
1750,7.84,11.76,6
750,18.49,27.74,12
750,9.65,14.48,12
375,9.75,14.63,12
1750,7.67,11.51,6
750,5.92,8.88,12
1000,3.86,6.04,12
200,1.96,2.94,24
750,5.92,8.88,12
1750,6.50,9.75,6
200,1.78,2.67,24
1750,6.50,9.75,6
375,3.05,4.57,24
750,10.42,15.63,6
750,4.18,6.60,1
375,6.74,10.11,3
750,6.94,10.91,12
1750,24.34,36.51,6
500,8.87,13.31,2
1750,7.30,10.95,2
500,6.62,9.93,1
750,10.42,15.63,6
750,10.42,15.63,6
750,10.42,15.63,6
500,4.96,7.44,1
750,4.09,6.14,12
1750,13.00,19.50,6
750,10.98,16.47,6
600,11.88,17.82,1
750,6.30,9.45,12
1000,9.87,14.80,5
750,6.30,9.45,12
750,6.30,9.45,12
600,5.10,7.65,4
750,6.88,10.82,3
300,6.90,10.35,1
375,2.90,4.35,2
750,31.00,46.50,1
375,6.35,9.52,2
500,4.71,7.07,1
375,6.54,9.81,2
200,1.56,2.34,48
750,14.75,22.13,3
375,7.65,11.48,2
200,4.71,7.07,2
750,29.99,44.99,2
375,3.50,5.25,4
1000,12.08,18.12,4
750,13.65,20.48,3
750,15.00,22.50,3
500,4.70,7.05,1
750,16.00,24.00,3
750,6.30,9.45,3
1750,34.64,51.96,2
375,3.10,4.65,2
750,5.00,7.49,12
375,7.86,11.79,2
750,15.23,22.85,2
375,1.90,2.85,6
750,4.20,6.30,12
1750,25.00,37.49,2
750,31.20,46.79,1
1750,10.49,15.74,6
750,7.00,10.49,4
500,4.70,7.05,1
100,1.52,2.28,10
750,18.09,27.14,6
375,6.54,9.81,2
750,11.03,16.55,3
750,13.01,19.52,3
750,11.03,16.55,3
1000,14.99,22.48,4
750,12.75,19.13,4
500,4.70,7.05,1
750,11.03,16.55,2
375,7.00,10.49,2
1750,22.49,33.74,3
750,12.64,19.46,3
750,9.26,14.39,3
375,6.50,9.74,3
600,15.63,23.44,1
1750,14.75,22.13,6
750,6.49,9.74,4
500,5.00,7.50,1
500,5.00,7.50,1
750,11.17,16.76,2
375,8.48,12.72,3
375,4.04,6.06,2
600,20.00,30.00,1
1750,9.99,14.99,6
750,18.49,27.74,3
750,8.25,12.37,3
1750,12.08,18.12,6
1750,24.00,36.00,2
750,14.00,20.99,3
750,6.50,9.74,2
750,11.17,16.76,2
375,2.07,3.11,3
1000,3.97,5.95,3
1750,7.20,10.79,6
1750,8.79,13.69,6
750,3.37,5.06,4
750,11.17,16.76,2
1000,4.29,6.44,6
750,10.49,15.74,2
1000,4.05,6.08,12
750,3.34,5.01,12
750,9.65,14.48,12
1750,8.50,12.75,6
500,7.47,11.20,2
1750,7.11,10.67,6
750,8.25,12.37,3
750,33.00,49.50,1
500,4.74,7.11,1
375,2.74,4.11,3
750,6.50,9.74,2
750,19.99,29.99,2
500,4.89,7.34,1
500,5.50,8.25,12
200,5.49,8.24,4
750,14.93,22.40,2
750,11.45,17.18,4
200,2.50,3.75,3
750,15.75,23.63,3
750,4.00,6.00,12
750,21.00,31.50,2
1750,7.84,11.76,6
750,10.49,15.74,2
750,13.73,20.59,3
750,22.07,33.11,2
750,18.49,27.74,2
750,32.00,47.99,1
375,10.08,15.12,2
750,13.00,19.50,4
750,20.84,31.26,2
1000,11.75,17.62,24
750,5.92,8.88,3
750,22.67,34.00,2
750,34.99,52.49,1
750,27.50,41.24,1
750,5.48,8.22,3
750,7.00,10.50,2
1750,7.17,10.76,6
750,18.75,28.13,2
750,5.92,8.88,4
750,11.02,16.53,3
750,13.04,19.56,2
750,4.10,6.15,12
1000,15.54,23.31,3
750,12.05,18.08,3
375,6.52,9.78,3
750,6.30,9.45,3
750,9.75,15.74,16
750,9.42,14.13,3
500,6.60,9.90,1
750,9.25,13.88,2
375,7.00,10.50,2
750,6.30,9.45,3
750,7.70,11.55,3
1000,25.25,37.88,1
375,3.07,4.61,2
750,5.00,7.50,3
750,10.42,15.63,3
375,8.00,12.00,2
750,10.00,15.00,2
375,8.00,12.00,2
750,17.00,25.49,2
500,8.87,13.31,2
750,10.50,15.75,3
750,6.30,9.45,3
750,10.42,15.63,2
750,10.42,15.63,2
750,5.50,8.25,2
1000,6.67,10.00,12
1750,7.08,10.62,3
1750,7.05,10.58,2
750,10.00,15.00,3
750,6.30,9.45,3
750,19.50,29.24,2
750,10.49,15.73,3
750,14.04,21.05,3
1000,2.21,3.31,3
375,6.54,9.81,3
500,8.63,12.95,1
750,27.00,40.50,2
375,5.50,8.25,3
750,15.69,23.54,2
750,7.52,11.27,3
750,10.00,15.00,6
750,10.49,15.74,12
750,10.49,15.73,4
750,15.00,22.50,2
750,28.50,42.75,1
1750,9.00,13.50,6
750,10.49,15.74,24
750,10.50,15.75,2
1000,6.71,10.07,12
750,6.83,10.99,2
375,2.05,3.07,6
1750,15.75,23.62,6
600,11.88,17.82,10
1750,17.75,26.62,90
750,12.50,18.75,6
1750,8.92,13.38,6
1000,17.99,26.99,60
1750,9.67,14.51,6
375,6.74,10.11,24
1750,27.49,41.24,6
500,5.87,8.81,1
1000,4.05,6.08,12
750,28.50,42.75,1
1750,11.54,17.31,6
1750,11.02,16.53,6
750,18.09,27.14,6
500,8.63,12.95,1
750,8.75,13.12,60
750,8.25,12.38,12
750,3.34,5.01,12
1000,15.00,22.49,12
750,11.17,16.76,2
500,3.73,5.59,1
750,11.17,16.76,12
750,3.37,5.06,12
375,1.93,2.89,6
1750,7.47,11.21,6
1750,10.99,16.49,6
750,6.90,10.35,12
750,9.65,14.48,12
1750,7.60,11.40,6
750,8.75,13.13,12
1000,9.25,13.87,12
750,4.50,6.75,12
750,7.50,11.24,12
500,4.97,7.46,2
750,7.99,11.99,12
750,6.50,9.74,12
750,7.50,11.24,12
750,8.75,13.12,60
750,7.49,11.23,12
1750,15.99,23.99,6
1000,6.53,9.80,12
750,7.99,11.99,12
375,6.52,9.78,6
750,22.47,33.71,6
1750,10.50,15.75,6
750,27.50,41.24,1
750,18.49,27.74,1
1000,12.48,18.72,12
1750,8.50,12.74,6
1200,29.53,44.30,1
1750,9.50,14.24,6
1750,8.20,12.30,6
1750,5.50,8.25,6
1000,11.34,17.01,12
750,8.98,13.47,12
750,13.75,20.63,1
1000,15.54,23.31,12
750,8.25,12.38,12
500,6.60,9.90,1
1000,8.39,12.59,12
375,4.54,6.80,6
500,5.72,8.58,2
500,8.87,13.31,1
750,5.43,8.15,4
750,4.09,6.14,12
1000,2.21,3.31,12
750,5.91,9.12,12
750,11.44,17.16,1
1000,4.54,6.81,12
375,3.07,4.61,4
1000,7.62,11.43,12
375,3.07,4.61,2
1750,9.70,14.92,6
1750,11.96,17.93,3
750,5.23,7.84,12
1000,18.25,27.37,3
750,10.50,15.75,2
750,7.00,10.49,12
1750,9.00,13.50,6
750,13.74,20.99,3
1750,7.94,12.51,6
750,6.47,9.71,2
1750,8.50,12.75,2
1750,7.43,11.15,2
750,16.79,25.19,1
1750,18.94,28.91,2
1750,8.79,13.69,6
1000,15.00,22.49,2
750,11.03,16.55,4
1750,7.47,11.21,6
750,12.59,18.89,2
750,3.40,5.10,3
750,11.03,16.55,2
1000,14.99,22.48,2
750,12.64,19.46,1
750,7.00,10.50,2
750,6.90,10.35,4
750,18.49,27.74,3
750,11.49,17.24,3
1000,4.05,6.08,4
1750,6.92,10.38,2
750,3.34,5.01,12
750,3.37,5.06,12
750,8.25,12.37,3
1750,7.84,11.76,1
750,6.50,9.74,1
750,6.50,9.74,4
750,6.50,9.74,2
750,8.25,12.37,2
750,8.25,12.37,2
750,8.25,12.37,4
750,4.34,6.51,4
750,10.98,16.47,6
750,8.25,12.37,1
750,6.50,9.74,2
1000,9.50,14.24,1
750,6.50,9.74,3
1000,8.93,13.64,2
750,7.54,11.31,2
750,8.25,12.37,2
750,18.49,27.74,3
1000,11.34,17.01,2
750,5.48,8.22,3
1750,10.50,15.74,3
750,5.48,8.22,3
1750,8.20,12.30,2
1750,6.50,9.75,2
750,9.75,15.74,3
1000,4.05,6.08,2
750,12.05,18.08,12
750,7.33,11.99,3
750,10.42,15.63,2
750,8.67,13.01,2
750,10.00,15.00,5
750,8.67,13.01,2
750,6.30,9.45,3
1750,7.94,12.51,4
1000,7.62,11.43,2
1750,7.08,10.62,6
750,6.30,9.45,3
750,6.30,9.45,4
750,13.12,19.68,1
1750,8.74,13.36,6
375,1.80,2.69,2
1750,31.50,47.24,6
750,4.09,6.14,2
1750,11.54,17.31,12
1750,10.50,15.74,3
1000,18.25,27.37,3
1750,15.75,23.62,4
1000,9.71,14.56,3
1000,4.94,7.41,12
1750,10.50,15.75,6
750,6.21,9.64,6
1750,24.08,36.12,1
750,6.47,9.71,3
750,4.20,6.30,12
750,4.20,6.30,12
1750,8.92,13.38,6
750,13.65,20.48,3
750,4.20,6.30,12
750,13.65,20.48,2
1750,13.04,20.19,2
750,15.23,22.85,2
1750,8.92,13.38,6
750,4.20,6.30,12
750,16.79,25.19,3
750,10.83,16.25,6
750,8.18,12.27,5
1000,8.00,11.99,2
1750,11.02,16.53,4
750,3.46,5.19,6
750,5.51,8.26,3
750,3.39,5.09,4
375,6.54,9.81,2
750,11.03,16.55,2
750,7.00,10.49,5
1750,11.96,17.93,6
750,14.04,21.05,12
750,3.31,4.97,4
750,26.59,39.89,1
1750,27.70,41.55,6
1000,17.41,26.12,4
750,18.75,28.12,1
750,8.18,12.27,4
750,4.99,7.49,6
750,12.00,17.99,3
1000,15.00,22.49,1
375,3.50,5.25,2
750,11.49,17.24,4
750,6.87,10.81,3
1000,3.97,5.95,3
1750,7.17,10.76,6
750,12.80,19.19,4
750,18.49,27.74,2
1750,6.92,10.38,6
750,11.17,16.76,2
1750,6.68,10.27,6
1750,8.79,13.69,6
1750,14.75,22.12,6
750,10.00,15.00,3
750,8.25,12.37,4
750,8.49,12.74,1
1750,7.11,10.67,6
1750,8.50,12.75,1
750,10.00,14.99,6
750,6.50,9.74,2
750,8.25,12.37,2
750,6.90,10.35,3
1750,6.67,10.01,2
750,8.25,12.37,2
750,6.50,9.74,4
750,6.50,9.74,2
750,6.50,9.74,3
750,7.50,11.24,4
750,11.00,16.50,4
1750,11.55,17.32,6
750,7.54,11.31,12
1000,4.34,6.51,4
750,10.00,14.99,2
750,7.33,11.50,1
1750,12.67,20.00,6
750,5.78,8.67,1
750,11.49,17.24,2
1750,19.25,28.88,6
1750,17.75,26.62,6
750,11.45,17.18,3
750,9.65,14.48,12
750,6.83,10.25,2
1750,7.84,11.76,6
750,4.00,6.00,12
750,5.48,8.22,6
750,18.49,27.74,2
750,8.98,13.47,12
750,14.00,20.99,3
750,13.73,20.59,2
200,1.78,2.67,2
750,7.00,10.50,6
1750,8.24,12.36,2
750,3.38,5.07,6
750,19.99,29.99,2
1750,6.50,9.75,6
1750,11.29,16.94,6
750,18.75,28.12,1
1750,10.50,15.74,3
750,13.86,20.79,2
1750,9.50,14.24,3
1750,15.33,23.00,6
750,8.67,13.01,3
750,8.83,13.74,2
750,13.00,19.49,6
750,10.42,15.63,6
750,8.67,13.01,3
750,7.69,11.53,3
750,7.70,11.55,12
375,7.42,11.13,2
750,10.42,15.63,6
750,12.50,18.75,12
750,12.75,19.13,3
750,10.00,15.00,12
750,10.40,15.59,2
750,10.00,15.00,12
750,6.94,10.91,2
1000,7.28,10.92,1
750,6.30,9.45,12
1750,6.92,10.38,12
750,6.70,10.05,12
1750,19.16,28.74,3
750,6.30,9.45,4
750,4.09,6.14,2
1750,11.54,17.31,6
600,11.88,17.82,1
750,6.30,9.45,2
1000,12.48,18.72,1
1750,11.54,17.31,6
1000,7.62,11.43,12
200,2.51,3.77,2
750,3.75,5.63,3
750,4.87,7.55,2
1000,2.21,3.31,4
1750,10.50,15.74,6
750,15.46,23.19,1
750,4.34,6.51,12
750,27.00,40.50,2
750,13.12,19.68,2
750,10.49,15.73,12
1750,13.00,19.50,3
1000,6.67,10.00,3
1000,9.71,14.56,3
1000,6.63,9.94,12
750,6.75,10.13,12
600,4.96,7.44,10
750,5.23,7.84,12
750,17.00,25.49,2
750,24.50,36.74,2
375,7.65,11.48,6
750,11.07,17.11,3
750,16.12,24.18,3
750,11.03,16.55,3
750,17.60,26.40,6
750,13.34,20.01,2
750,16.79,25.19,3
375,7.86,11.79,4
1750,11.96,17.93,6
750,3.37,5.05,12
1000,17.41,26.12,12
1000,4.33,6.50,12
500,8.91,13.36,1
200,3.94,5.91,4
1750,7.87,11.80,6
750,13.00,19.49,2
750,18.95,28.43,3
750,3.40,5.10,3
750,13.83,20.75,2
750,7.35,11.03,12
750,10.99,16.49,3
200,2.04,3.06,4
1000,17.61,26.41,4
750,12.30,18.45,2
750,17.92,26.88,3
750,6.49,9.74,3
750,7.86,11.79,2
750,6.49,9.74,12
1000,4.30,6.44,3
375,8.48,12.72,4
750,6.56,9.84,3
750,13.12,19.68,2
750,11.49,17.24,2
375,1.80,2.69,24
375,1.93,2.89,8
750,6.88,10.82,3
500,5.92,8.88,1
750,10.50,15.75,2
200,1.13,1.70,48
1750,6.68,10.27,6
750,11.17,16.76,2
1750,7.20,10.79,12
1000,4.05,6.08,12
500,3.73,5.59,12
750,3.34,5.01,24
375,2.07,3.11,24
750,6.30,9.45,3
750,6.90,10.35,12
375,3.00,4.50,3
1750,6.92,10.38,6
1750,10.99,16.49,6
750,6.50,9.74,12
750,3.57,5.35,12
1750,7.60,11.40,6
1000,4.29,6.44,12
750,9.97,14.96,3
1750,17.15,25.73,3
1750,10.99,16.49,6
750,3.46,5.19,12
1750,7.11,10.67,6
750,14.02,21.03,1
1000,11.92,17.88,3
1000,9.25,13.87,12
750,7.52,11.28,3
1750,9.44,14.16,6
1750,11.55,17.32,18
750,10.00,14.99,2
750,8.75,13.12,48
1000,7.28,10.92,24
750,6.49,10.49,12
375,2.74,4.11,48
500,3.78,5.66,24
750,8.00,12.00,2
750,12.66,18.99,3
375,5.00,7.50,24
750,7.33,11.49,4
750,7.54,11.31,12
750,11.45,17.18,12
750,5.74,9.61,6
750,8.75,13.12,36
750,10.00,14.99,12
1750,7.17,10.76,6
1000,11.75,17.62,12
750,17.50,26.25,2
750,33.60,50.39,1
750,5.78,8.67,12
750,5.92,8.88,3
750,4.00,6.00,12
1750,10.50,15.75,6
1000,4.00,6.00,12
375,9.75,14.63,12
750,34.99,52.49,1
750,15.75,23.63,2
375,8.09,12.14,3
750,18.49,27.74,3
750,22.07,33.11,2
375,10.08,15.12,3
750,33.00,49.50,1
750,20.50,30.75,2
750,13.34,20.01,2
200,1.96,2.94,3
750,18.75,28.12,3
375,3.05,4.57,5
600,5.28,7.92,1
750,5.70,8.55,3
750,5.48,8.22,3
500,8.87,13.31,12
750,14.92,22.38,2
375,3.55,5.33,3
1750,27.25,40.87,2
1750,9.50,14.24,6
750,5.48,8.22,6
1750,8.20,12.30,6
1750,8.00,13.00,2
750,10.00,15.00,3
3000,29.72,44.58,1
750,12.50,18.75,6
750,8.98,13.47,24
750,7.33,11.99,3
1750,15.33,23.00,3
750,8.83,13.74,3
750,20.58,30.87,2
500,6.60,9.90,1
1000,6.66,9.99,3
750,6.17,9.76,3
750,6.49,9.74,2
750,12.75,19.13,3
750,6.30,9.45,3
750,8.67,13.01,3
750,8.67,13.01,12
750,17.00,25.49,2
750,10.42,15.63,6
750,8.89,13.33,6
750,6.43,9.64,12
500,4.96,7.44,6
375,5.00,7.50,3
500,6.62,9.93,6
750,3.71,5.57,12
750,4.20,6.30,12
750,4.09,6.14,4
500,4.55,6.83,1
750,10.42,15.63,6
750,6.30,9.45,3
750,4.09,6.14,12
1000,7.62,11.43,12
750,6.30,9.45,3
375,5.50,8.25,12
750,13.00,19.50,3
1750,18.94,28.91,6
750,9.85,14.78,3
1750,20.25,30.37,6
375,14.00,21.00,2
500,11.50,17.25,1
750,27.00,40.50,3
200,4.71,7.07,6
750,13.65,20.48,3
1750,10.50,15.74,6
750,28.00,42.00,2
750,17.60,26.40,6
375,6.74,10.11,6
750,13.00,19.50,4
750,24.99,37.49,2
750,8.25,12.37,1
750,11.03,16.55,6
1750,10.99,16.49,600
750,11.03,16.55,3
750,18.09,27.14,6
750,3.46,5.19,36
750,14.04,21.05,12
750,3.44,5.16,12
375,2.07,3.11,24
1750,9.36,14.04,6
750,7.95,11.93,6
750,10.00,14.99,6
750,13.12,19.68,3
750,18.49,27.74,3
750,12.80,19.19,6
750,18.49,27.74,3
750,7.33,11.49,6
750,10.49,15.74,3
750,24.91,37.36,2
750,6.90,10.35,12
1750,15.99,23.99,6
750,6.50,9.74,12
750,10.50,15.75,3
750,6.50,9.74,12
750,10.00,14.99,2
1750,7.84,11.76,6
1000,6.63,9.95,72
750,11.45,17.18,3
750,11.00,16.50,6
750,8.75,13.12,12
1000,4.34,6.51,12
750,8.75,13.12,36
1750,10.50,15.75,6
750,33.60,50.39,3
750,9.90,15.85,4
750,18.75,28.12,3
750,6.92,10.38,4
375,11.49,17.24,6
375,9.75,14.63,6
750,31.00,46.50,3
750,18.49,27.74,12
750,4.09,6.14,12
750,5.48,8.22,3
750,13.75,20.63,3
750,5.48,8.22,3
750,28.49,42.74,2
750,13.86,20.79,4
1000,3.86,6.04,12
1750,7.02,10.53,6
1750,9.50,14.24,6
200,3.51,5.27,6
750,6.94,10.91,3
750,9.75,14.63,3
750,19.00,28.50,3
750,6.77,10.15,6
750,8.67,13.01,3
750,6.30,9.45,12
750,14.66,21.99,3
750,10.42,15.63,6
750,6.30,9.45,6
750,10.42,15.63,6
750,17.00,25.49,2
750,6.30,9.45,12
750,10.42,15.63,6
750,10.50,15.75,12
750,3.38,5.07,12
750,8.93,13.40,4
750,3.46,5.19,12
750,7.52,11.27,6
750,9.85,14.78,6
750,27.00,40.50,4
375,14.00,21.00,4
750,3.46,5.19,12
750,3.34,5.01,12
1000,6.63,9.94,24
750,5.23,7.84,12
1000,9.71,14.56,12
1000,17.99,26.99,12
750,8.93,13.40,6
750,10.49,15.74,12
1000,12.08,18.12,12
750,23.00,34.50,12
1750,7.17,10.76,12
1000,4.40,6.59,12
750,3.40,5.10,12
1750,7.46,11.19,6
1750,9.36,14.04,6
750,13.00,19.49,6
750,3.32,4.98,12
750,3.46,5.19,12
1750,8.79,13.69,6
750,3.37,5.06,24
1000,3.97,5.95,12
750,18.49,27.74,12
375,1.93,2.89,24
1750,7.20,10.79,6
1000,4.17,6.25,24
750,3.37,5.06,12
1000,4.29,6.44,12
1750,6.50,9.75,6
750,8.75,13.13,12
1000,8.93,13.64,24
1750,8.50,12.75,6
1000,10.00,14.99,12
750,5.38,8.07,6
1000,5.28,7.91,1
750,6.83,10.25,6
750,6.83,10.25,6
1000,11.75,17.62,24
750,6.83,10.25,6
1750,19.16,28.74,6
1750,11.29,16.94,6
750,5.92,8.88,12
1000,4.34,6.51,12
1000,2.21,3.31,12
1750,8.20,12.30,6
750,13.00,19.50,6
1000,3.86,6.04,12
750,11.02,16.53,12
750,8.98,13.47,12
1000,15.54,23.31,24
1000,11.34,17.01,12
750,17.00,25.49,2
1000,4.75,7.13,12
1000,11.00,16.50,12
1000,11.00,16.50,12
750,10.00,15.00,6
1750,7.08,10.62,12
750,3.71,5.57,12
750,8.25,12.38,6
750,6.50,9.74,1
1000,5.50,8.25,12
1000,6.63,9.94,24
1750,11.96,17.93,6
375,3.07,4.60,24
750,3.37,5.06,12
1000,7.15,10.73,3
750,5.51,8.26,12
1000,6.71,10.07,12
750,23.00,34.50,2
1750,7.94,12.51,6
1000,6.88,10.31,12
750,17.60,26.40,6
375,1.90,2.85,24
1750,17.75,26.62,36
750,3.34,5.01,12
1000,7.49,11.24,12
750,6.30,9.45,3
1000,17.41,26.12,12
1750,7.20,10.79,6
750,11.03,16.55,2
750,6.49,9.74,12
750,8.18,12.27,3
500,4.89,7.34,6
750,8.18,12.27,2
1000,4.17,6.25,24
750,21.00,31.50,3
750,7.00,10.50,60
750,4.99,7.49,12
1000,15.00,22.49,12
750,3.37,5.06,12
1750,6.92,10.38,6
750,6.88,10.82,2
750,11.49,17.24,1
750,3.34,5.01,12
1000,10.24,15.35,1
1000,4.05,6.08,12
1000,7.11,10.67,12
1000,10.00,14.99,12
750,6.50,9.74,2
1750,7.60,11.40,12
750,8.75,13.13,12
1750,11.83,17.74,6
750,8.75,13.12,12
750,7.49,11.23,2
750,15.46,23.19,12
750,8.75,13.12,24
1000,27.49,41.24,1
1000,4.34,6.51,12
750,7.99,11.99,1
1750,14.66,21.99,2
200,1.96,2.94,24
1000,12.48,18.72,12
1000,6.94,10.41,12
750,6.00,8.99,2
200,1.78,2.67,24
1750,10.50,15.74,6
1000,6.38,9.56,12
750,10.42,15.63,6
375,6.54,9.81,24
750,10.42,15.63,6
750,7.36,11.04,2
1000,4.75,7.13,3
1000,4.05,6.08,12
750,5.50,8.25,2
750,8.25,12.38,2
750,4.20,6.30,12
750,21.00,31.50,6
1000,6.63,9.94,12
750,17.60,26.40,6
1750,7.94,12.51,6
750,16.79,25.19,12
1750,7.43,11.15,6
750,8.00,12.00,6
750,8.25,12.37,12
1750,8.74,13.36,6
750,4.10,6.15,12
750,8.18,12.27,12
1750,7.33,10.99,6
750,14.04,21.05,12
1750,11.96,17.93,6
750,3.64,5.45,12
750,6.90,10.35,12
750,3.37,5.05,12
750,6.49,9.74,12
1750,14.75,22.13,6
750,11.49,17.24,12
750,7.35,11.03,12
1750,12.08,18.12,6
1750,8.79,13.69,6
1750,8.50,12.75,6
1750,6.92,10.38,6
1000,3.97,5.95,12
750,3.37,5.06,12
1750,7.60,11.40,30
1750,13.32,19.98,6
1000,4.05,6.08,12
750,8.75,13.13,12
750,5.92,8.88,12
1750,15.99,23.99,6
750,6.50,9.74,12
750,8.25,12.37,12
1750,10.99,16.49,6
750,4.18,6.60,12
500,6.83,10.24,2
750,7.33,11.50,12
750,9.65,14.48,12
750,7.33,11.49,12
750,5.78,8.67,12
750,4.16,6.24,12
1750,7.84,11.76,6
750,4.00,6.00,12
1750,10.50,15.75,6
750,13.25,20.38,1
1750,11.00,16.50,6
1750,19.16,28.74,6
750,8.83,13.74,6
1750,7.08,10.62,6
750,12.50,18.75,6
750,10.50,15.75,12
750,3.38,5.07,12
300,6.90,10.35,1
750,17.60,26.40,6
1750,15.75,23.62,2
750,8.93,13.40,12
750,16.00,24.00,3
1750,9.70,14.92,30
4800,45.12,67.68,1
750,4.34,6.51,12
750,7.00,10.49,12
1750,26.22,39.33,2
200,2.50,3.75,3
375,1.90,2.85,24
750,10.83,16.25,2
1750,8.92,13.38,6
1000,17.41,26.12,3
750,11.17,16.76,3
750,12.64,19.46,3
1750,11.96,17.93,6
1000,8.00,11.99,3
750,8.18,12.27,5
750,26.59,39.89,1
750,19.17,28.76,3
750,25.00,37.50,1
750,12.00,17.99,12
750,11.49,17.24,2
1750,9.30,14.45,2
750,4.72,7.08,12
1750,14.75,22.13,6
750,11.49,17.24,2
375,6.50,9.74,2
600,5.64,8.46,1
750,12.50,18.75,2
600,20.00,30.00,1
600,5.10,7.65,1
750,17.15,25.73,1
750,11.49,17.24,2
1750,23.47,35.21,1
375,8.48,12.72,3
1750,12.08,18.12,6
750,18.49,27.74,12
750,6.90,10.35,12
1750,7.20,10.79,6
500,4.94,7.41,1
1750,7.47,11.21,6
750,7.86,11.79,2
1750,7.17,10.76,24
750,10.01,15.01,12
750,7.33,11.49,3
750,6.50,9.75,2
1750,8.50,12.75,6
1000,5.50,8.25,2
1750,18.52,27.78,6
750,8.25,12.37,12
750,9.65,14.48,12
750,8.25,12.37,12
750,8.25,12.37,3
750,6.50,9.74,2
750,8.25,12.37,3
750,8.25,12.37,3
750,7.54,11.31,3
750,6.50,9.74,2
750,6.50,9.74,4
750,9.65,14.47,2
500,4.89,7.34,1
750,5.78,8.67,3
1000,5.78,8.67,2
750,6.50,9.74,2
750,7.50,11.24,12
500,4.89,7.34,1
750,9.42,14.13,12
750,10.00,14.99,12
750,3.34,5.01,12
750,7.94,11.91,2
750,6.30,9.45,5
1750,12.67,20.00,6
750,18.49,27.74,2
750,5.78,8.67,2
750,33.60,50.39,1
750,11.45,17.18,5
1750,10.50,15.74,6
375,4.80,7.20,3
375,9.75,14.63,2
750,6.83,10.25,3
750,6.83,10.25,2
200,5.49,8.24,2
750,9.65,14.48,12
750,20.47,30.71,1
750,10.00,14.99,2
750,5.92,8.88,3
750,5.92,8.88,2
1750,8.20,12.30,6
750,6.92,10.38,3
750,5.92,8.88,5
750,5.92,8.88,2
500,5.92,8.88,1
500,5.92,8.88,1
1750,27.25,40.87,6
1750,8.20,12.30,6
1750,22.50,33.74,1
750,5.70,8.55,3
750,5.48,8.22,2
750,26.24,39.36,1
750,22.49,33.73,2
750,28.49,42.74,2
1000,4.05,6.08,12
1000,3.86,6.04,12
1750,15.33,23.00,6
1750,7.02,10.53,2
750,8.67,13.01,1
750,8.98,13.47,12
750,13.86,20.79,3
1750,3.77,5.66,2
500,6.63,9.95,1
750,6.30,9.45,3
750,8.67,13.01,1
750,7.33,11.99,3
375,6.35,9.52,1
2400,28.71,43.07,1
1750,26.05,39.08,6
750,9.25,13.88,12
750,11.50,17.24,2
750,4.50,6.75,2
750,5.00,7.50,5
750,6.30,9.45,3
500,8.87,13.31,1
750,10.98,16.47,2
750,6.94,10.91,1
750,3.38,5.07,12
500,6.62,9.93,1
375,2.26,3.39,2
750,4.09,6.14,2
500,4.55,6.83,1
1750,11.54,17.31,6
750,3.71,5.57,3
1750,7.05,10.58,2
375,2.28,3.42,3
750,3.71,5.57,12
300,20.30,30.45,1
750,5.15,7.73,2
1000,4.30,6.44,4
1750,20.25,30.37,2
1000,17.41,26.12,12
750,4.34,6.51,12
750,4.09,6.14,3
750,4.09,6.14,2
750,9.50,14.25,1
750,11.65,17.47,3
375,10.50,15.75,4
375,4.54,6.80,2
200,2.51,3.77,2
750,7.52,11.27,2
750,6.16,9.24,2
750,27.00,40.50,3
750,5.23,7.84,24
750,28.50,42.75,1
750,11.15,16.73,2
